image,class
dataset/yaa/iCalibri_33 size106.jpg,yaa
dataset/yaa/iCalibri_33 size107.jpg,yaa
dataset/yaa/iCalibri_34 size100.jpg,yaa
dataset/yaa/iCalibri_34 size101.jpg,yaa
dataset/yaa/iCalibri_34 size102.jpg,yaa
dataset/yaa/iCalibri_34 size103.jpg,yaa
dataset/yaa/iCalibri_34 size99.jpg,yaa
dataset/yaa/iCalibri_35 size114.jpg,yaa
dataset/yaa/iCalibri_35 size115.jpg,yaa
dataset/yaa/iCalibri_35 size116.jpg,yaa
dataset/yaa/iCalibri_35 size117.jpg,yaa
dataset/yaa/iCalibri_35 size91.jpg,yaa
dataset/yaa/iCalibri_36 size111.jpg,yaa
dataset/yaa/iCalibri_36 size112.jpg,yaa
dataset/yaa/iCalibri_36 size113.jpg,yaa
dataset/yaa/iCalibri_36 size114.jpg,yaa
dataset/yaa/iCalibri_36 size115.jpg,yaa
dataset/yaa/iCalibri_37 size109.jpg,yaa
dataset/yaa/iCalibri_37 size110.jpg,yaa
dataset/yaa/iCalibri_37 size111.jpg,yaa
dataset/yaa/iCalibri_37 size112.jpg,yaa
dataset/yaa/iCalibri_37 size113.jpg,yaa
dataset/yaa/iCalibri_38 size106.jpg,yaa
dataset/yaa/iCalibri_38 size107.jpg,yaa
dataset/yaa/iCalibri_38 size108.jpg,yaa
dataset/yaa/iCalibri_38 size109.jpg,yaa
dataset/yaa/iCalibri_38 size110.jpg,yaa
dataset/yaa/iCalibri_39 size101.jpg,yaa
dataset/yaa/iCalibri_39 size102.jpg,yaa
dataset/yaa/iCalibri_39 size103.jpg,yaa
dataset/yaa/iCalibri_39 size104.jpg,yaa
dataset/yaa/iCalibri_39 size105.jpg,yaa
dataset/yaa/iCalibri_40 size114.jpg,yaa
dataset/yaa/iCalibri_40 size95.jpg,yaa
dataset/yaa/iCalibri_40 size96.jpg,yaa
dataset/yaa/iCalibri_40 size97.jpg,yaa
dataset/yaa/z100iAndalus_24 size.jpg,yaa
dataset/yaa/z100iAndalus_35 size.jpg,yaa
dataset/yaa/z100iAndalus_36 size.jpg,yaa
dataset/yaa/z100Typesetting_21 size.jpg,yaa
dataset/yaa/z100Typesetting_28 size.jpg,yaa
dataset/yaa/z100Typesetting_35 size.jpg,yaa
dataset/yaa/z100Unicode_13 size.jpg,yaa
dataset/yaa/z100Unicode_17 size.jpg,yaa
dataset/yaa/z100Unicode_21 size.jpg,yaa
dataset/yaa/z100Unicode_25 size.jpg,yaa
dataset/yaa/z101iAndalus_24 size.jpg,yaa
dataset/yaa/z101iAndalus_35 size.jpg,yaa
dataset/yaa/z101Typesetting_14 size.jpg,yaa
dataset/yaa/z101Typesetting_21 size.jpg,yaa
dataset/yaa/z101Typesetting_28 size.jpg,yaa
dataset/yaa/z101Typesetting_35 size.jpg,yaa
dataset/yaa/z101Unicode_13 size.jpg,yaa
dataset/yaa/z101Unicode_17 size.jpg,yaa
dataset/yaa/z101Unicode_21 size.jpg,yaa
dataset/yaa/z101Unicode_25 size.jpg,yaa
dataset/yaa/z102iAndalus_18 size.jpg,yaa
dataset/yaa/z102iAndalus_24 size.jpg,yaa
dataset/yaa/z102iAndalus_35 size.jpg,yaa
dataset/yaa/z102Typesetting_14 size.jpg,yaa
dataset/yaa/z102Typesetting_21 size.jpg,yaa
dataset/yaa/z102Typesetting_28 size.jpg,yaa
dataset/yaa/z102Typesetting_35 size.jpg,yaa
dataset/yaa/z102Unicode_13 size.jpg,yaa
dataset/yaa/z102Unicode_17 size.jpg,yaa
dataset/yaa/z102Unicode_25 size.jpg,yaa
dataset/yaa/z102Unicode_28 size.jpg,yaa
dataset/yaa/z103iAndalus_18 size.jpg,yaa
dataset/yaa/z103iAndalus_24 size.jpg,yaa
dataset/yaa/z103iAndalus_35 size.jpg,yaa
dataset/yaa/z103Typesetting_14 size.jpg,yaa
dataset/yaa/z103Typesetting_21 size.jpg,yaa
dataset/yaa/z103Typesetting_28 size.jpg,yaa
dataset/yaa/z103Typesetting_34 size.jpg,yaa
dataset/yaa/z103Typesetting_40 size.jpg,yaa
dataset/yaa/z103Unicode_17 size.jpg,yaa
dataset/yaa/z103Unicode_25 size.jpg,yaa
dataset/yaa/z103Unicode_28 size.jpg,yaa
dataset/yaa/z104iAndalus_18 size.jpg,yaa
dataset/yaa/z104iAndalus_24 size.jpg,yaa
dataset/yaa/z104iAndalus_35 size.jpg,yaa
dataset/yaa/z104Typesetting_14 size.jpg,yaa
dataset/yaa/z104Typesetting_21 size.jpg,yaa
dataset/yaa/z104Typesetting_27 size.jpg,yaa
dataset/yaa/z104Typesetting_34 size.jpg,yaa
dataset/yaa/z104Typesetting_40 size.jpg,yaa
dataset/yaa/z104Unicode_28 size.jpg,yaa
dataset/yaa/z105iAndalus_18 size.jpg,yaa
dataset/yaa/z105iAndalus_29 size.jpg,yaa
dataset/yaa/z105Typesetting_14 size.jpg,yaa
dataset/yaa/z105Typesetting_27 size.jpg,yaa
dataset/yaa/z105Typesetting_34 size.jpg,yaa
dataset/yaa/z105Typesetting_40 size.jpg,yaa
dataset/yaa/z105Unicode_16 size.jpg,yaa
dataset/yaa/z105Unicode_20 size.jpg,yaa
dataset/yaa/z105Unicode_24 size.jpg,yaa
dataset/yaa/z105Unicode_28 size.jpg,yaa
dataset/yaa/z106iAndalus_18 size.jpg,yaa
dataset/yaa/z106iAndalus_23 size.jpg,yaa
dataset/yaa/z106iAndalus_29 size.jpg,yaa
dataset/yaa/z106Typesetting_20 size.jpg,yaa
dataset/yaa/z106Typesetting_27 size.jpg,yaa
dataset/yaa/z106Typesetting_34 size.jpg,yaa
dataset/yaa/z106Typesetting_40 size.jpg,yaa
dataset/yaa/z106Unicode_14 size.jpg,yaa
dataset/yaa/z106Unicode_16 size.jpg,yaa
dataset/yaa/z106Unicode_20 size.jpg,yaa
dataset/yaa/z106Unicode_24 size.jpg,yaa
dataset/yaa/z106Unicode_28 size.jpg,yaa
dataset/yaa/z107iAndalus_17 size.jpg,yaa
dataset/yaa/z107iAndalus_23 size.jpg,yaa
dataset/yaa/z107iAndalus_29 size.jpg,yaa
dataset/yaa/z107Typesetting_13 size.jpg,yaa
dataset/yaa/z107Typesetting_20 size.jpg,yaa
dataset/yaa/z107Typesetting_27 size.jpg,yaa
dataset/yaa/z107Typesetting_34 size.jpg,yaa
dataset/yaa/z107Typesetting_39 size.jpg,yaa
dataset/yaa/z107Typesetting_40 size.jpg,yaa
dataset/yaa/z107Unicode_14 size.jpg,yaa
dataset/yaa/z107Unicode_16 size.jpg,yaa
dataset/yaa/z107Unicode_20 size.jpg,yaa
dataset/yaa/z107Unicode_24 size.jpg,yaa
dataset/yaa/z107Unicode_27 size.jpg,yaa
dataset/yaa/z108iAndalus_17 size.jpg,yaa
dataset/yaa/z108iAndalus_23 size.jpg,yaa
dataset/yaa/z108iAndalus_29 size.jpg,yaa
dataset/yaa/z108iAndalus_34 size.jpg,yaa
dataset/yaa/z108Typesetting_13 size.jpg,yaa
dataset/yaa/z108Typesetting_20 size.jpg,yaa
dataset/yaa/z108Typesetting_27 size.jpg,yaa
dataset/yaa/z108Typesetting_33 size.jpg,yaa
dataset/yaa/z108Typesetting_39 size.jpg,yaa
dataset/yaa/z108Unicode_14 size.jpg,yaa
dataset/yaa/z108Unicode_16 size.jpg,yaa
dataset/yaa/z108Unicode_20 size.jpg,yaa
dataset/yaa/z108Unicode_24 size.jpg,yaa
dataset/yaa/z108Unicode_27 size.jpg,yaa
dataset/yaa/z109iAndalus_17 size.jpg,yaa
dataset/yaa/z109iAndalus_23 size.jpg,yaa
dataset/yaa/z109iAndalus_28 size.jpg,yaa
dataset/yaa/z109iAndalus_29 size.jpg,yaa
dataset/yaa/z109iAndalus_34 size.jpg,yaa
dataset/yaa/z109Typesetting_13 size.jpg,yaa
dataset/yaa/z109Typesetting_20 size.jpg,yaa
dataset/yaa/z109Typesetting_33 size.jpg,yaa
dataset/yaa/z109Typesetting_39 size.jpg,yaa
dataset/yaa/z109Unicode_14 size.jpg,yaa
dataset/yaa/z109Unicode_16 size.jpg,yaa
dataset/yaa/z109Unicode_20 size.jpg,yaa
dataset/yaa/z109Unicode_23 size.jpg,yaa
dataset/yaa/z109Unicode_24 size.jpg,yaa
dataset/yaa/z109Unicode_27 size.jpg,yaa
dataset/yaa/z110iAndalus_17 size.jpg,yaa
dataset/yaa/z110iAndalus_22 size.jpg,yaa
dataset/yaa/z110iAndalus_23 size.jpg,yaa
dataset/yaa/z110iAndalus_28 size.jpg,yaa
dataset/yaa/z110iAndalus_33 size.jpg,yaa
dataset/yaa/z110iAndalus_34 size.jpg,yaa
dataset/yaa/z110Typesetting_13 size.jpg,yaa
dataset/yaa/z110Typesetting_20 size.jpg,yaa
dataset/yaa/z110Typesetting_32 size.jpg,yaa
dataset/yaa/z110Typesetting_33 size.jpg,yaa
dataset/yaa/z110Typesetting_38 size.jpg,yaa
dataset/yaa/z110Typesetting_39 size.jpg,yaa
dataset/yaa/z110Unicode_14 size.jpg,yaa
dataset/yaa/z110Unicode_23 size.jpg,yaa
dataset/yaa/z110Unicode_27 size.jpg,yaa
dataset/yaa/z111iAndalus_22 size.jpg,yaa
dataset/yaa/z111iAndalus_28 size.jpg,yaa
dataset/yaa/z111iAndalus_33 size.jpg,yaa
dataset/yaa/z111iAndalus_34 size.jpg,yaa
dataset/yaa/z111Typesetting_13 size.jpg,yaa
dataset/yaa/z111Typesetting_19 size.jpg,yaa
dataset/yaa/z111Typesetting_32 size.jpg,yaa
dataset/yaa/z111Typesetting_33 size.jpg,yaa
dataset/yaa/z111Typesetting_38 size.jpg,yaa
dataset/yaa/z111Typesetting_39 size.jpg,yaa
dataset/yaa/z111Unicode_19 size.jpg,yaa
dataset/yaa/z111Unicode_23 size.jpg,yaa
dataset/yaa/z111Unicode_27 size.jpg,yaa
dataset/yaa/z112iAndalus_22 size.jpg,yaa
dataset/yaa/z112iAndalus_27 size.jpg,yaa
dataset/yaa/z112iAndalus_28 size.jpg,yaa
dataset/yaa/z112iAndalus_33 size.jpg,yaa
dataset/yaa/z112iAndalus_34 size.jpg,yaa
dataset/yaa/z112Typesetting_19 size.jpg,yaa
dataset/yaa/z112Typesetting_32 size.jpg,yaa
dataset/yaa/z112Typesetting_33 size.jpg,yaa
dataset/yaa/z112Typesetting_36 size.jpg,yaa
dataset/yaa/z112Typesetting_38 size.jpg,yaa
dataset/yaa/z112Unicode_15 size.jpg,yaa
dataset/yaa/z112Unicode_19 size.jpg,yaa
dataset/yaa/z113iAndalus_22 size.jpg,yaa
dataset/yaa/z113iAndalus_27 size.jpg,yaa
dataset/yaa/z113iAndalus_28 size.jpg,yaa
dataset/yaa/z113iAndalus_33 size.jpg,yaa
dataset/yaa/z113Typesetting_19 size.jpg,yaa
dataset/yaa/z113Typesetting_25 size.jpg,yaa
dataset/yaa/z113Typesetting_26 size.jpg,yaa
dataset/yaa/z113Typesetting_32 size.jpg,yaa
dataset/yaa/z113Typesetting_36 size.jpg,yaa
dataset/yaa/z113Typesetting_38 size.jpg,yaa
dataset/yaa/z113Unicode_15 size.jpg,yaa
dataset/yaa/z113Unicode_19 size.jpg,yaa
dataset/yaa/z113Unicode_23 size.jpg,yaa
dataset/yaa/z113Unicode_26 size.jpg,yaa
dataset/yaa/z114iAndalus_16 size.jpg,yaa
dataset/yaa/z114iAndalus_22 size.jpg,yaa
dataset/yaa/z114iAndalus_27 size.jpg,yaa
dataset/yaa/z114iAndalus_32 size.jpg,yaa
dataset/yaa/z114iAndalus_33 size.jpg,yaa
dataset/yaa/z114Typesetting_19 size.jpg,yaa
dataset/yaa/z114Typesetting_25 size.jpg,yaa
dataset/yaa/z114Typesetting_26 size.jpg,yaa
dataset/yaa/z114Typesetting_31 size.jpg,yaa
dataset/yaa/z114Typesetting_32 size.jpg,yaa
dataset/yaa/z114Typesetting_38 size.jpg,yaa
dataset/yaa/z114Unicode_15 size.jpg,yaa
dataset/yaa/z114Unicode_19 size.jpg,yaa
dataset/yaa/z114Unicode_26 size.jpg,yaa
dataset/yaa/z115iAndalus_16 size.jpg,yaa
dataset/yaa/z115iAndalus_21 size.jpg,yaa
dataset/yaa/z115iAndalus_27 size.jpg,yaa
dataset/yaa/z115iAndalus_32 size.jpg,yaa
dataset/yaa/z115Typesetting_12 size.jpg,yaa
dataset/yaa/z115Typesetting_19 size.jpg,yaa
dataset/yaa/z115Typesetting_25 size.jpg,yaa
dataset/yaa/z115Typesetting_26 size.jpg,yaa
dataset/yaa/z115Typesetting_31 size.jpg,yaa
dataset/yaa/z115Unicode_15 size.jpg,yaa
dataset/yaa/z115Unicode_19 size.jpg,yaa
dataset/yaa/z115Unicode_22 size.jpg,yaa
dataset/yaa/z115Unicode_26 size.jpg,yaa
dataset/yaa/z115Unicode_30 size.jpg,yaa
dataset/yaa/z116iAndalus_16 size.jpg,yaa
dataset/yaa/z116iAndalus_21 size.jpg,yaa
dataset/yaa/z116iAndalus_26 size.jpg,yaa
dataset/yaa/z116iAndalus_27 size.jpg,yaa
dataset/yaa/z116iAndalus_32 size.jpg,yaa
dataset/yaa/z116Typesetting_12 size.jpg,yaa
dataset/yaa/z116Typesetting_25 size.jpg,yaa
dataset/yaa/z116Typesetting_26 size.jpg,yaa
dataset/yaa/z116Typesetting_31 size.jpg,yaa
dataset/yaa/z116Typesetting_37 size.jpg,yaa
dataset/yaa/z116Unicode_15 size.jpg,yaa
dataset/yaa/z116Unicode_22 size.jpg,yaa
dataset/yaa/z116Unicode_26 size.jpg,yaa
dataset/yaa/z116Unicode_29 size.jpg,yaa
dataset/yaa/z116Unicode_30 size.jpg,yaa
dataset/yaa/z117iAndalus_16 size.jpg,yaa
dataset/yaa/z117iAndalus_26 size.jpg,yaa
dataset/yaa/z117iAndalus_32 size.jpg,yaa
dataset/yaa/z117Typesetting_12 size.jpg,yaa
dataset/yaa/z117Typesetting_25 size.jpg,yaa
dataset/yaa/z117Typesetting_26 size.jpg,yaa
dataset/yaa/z117Typesetting_31 size.jpg,yaa
dataset/yaa/z117Typesetting_37 size.jpg,yaa
dataset/yaa/z117Unicode_18 size.jpg,yaa
dataset/yaa/z117Unicode_22 size.jpg,yaa
dataset/yaa/z117Unicode_26 size.jpg,yaa
dataset/yaa/z117Unicode_29 size.jpg,yaa
dataset/yaa/z117Unicode_30 size.jpg,yaa
dataset/yaa/z118Typesetting_12 size.jpg,yaa
dataset/yaa/z118Unicode_30 size.jpg,yaa
dataset/yaa/z119Typesetting_12 size.jpg,yaa
dataset/yaa/z119Unicode_30 size.jpg,yaa
dataset/yaa/z122Unicode_25 size.jpg,yaa
dataset/yaa/z72iAndalus_16 size.jpg,yaa
dataset/yaa/z72Typesetting_18 size.jpg,yaa
dataset/yaa/z73iAndalus_16 size.jpg,yaa
dataset/yaa/z73Typesetting_18 size.jpg,yaa
dataset/yaa/z74Typesetting_18 size.jpg,yaa
dataset/yaa/z75Typesetting_18 size.jpg,yaa
dataset/yaa/z76Typesetting_18 size.jpg,yaa
dataset/yaa/z81iAndalus_21 size.jpg,yaa
dataset/yaa/z82iAndalus_21 size.jpg,yaa
dataset/yaa/z83iAndalus_15 size.jpg,yaa
dataset/yaa/z83Typesetting_17 size.jpg,yaa
dataset/yaa/z84iAndalus_15 size.jpg,yaa
dataset/yaa/z84Typesetting_17 size.jpg,yaa
dataset/yaa/z84Typesetting_24 size.jpg,yaa
dataset/yaa/z85iAndalus_15 size.jpg,yaa
dataset/yaa/z85Typesetting_24 size.jpg,yaa
dataset/yaa/z85Typesetting_31 size.jpg,yaa
dataset/yaa/z86iAndalus_15 size.jpg,yaa
dataset/yaa/z86Typesetting_17 size.jpg,yaa
dataset/yaa/z86Typesetting_24 size.jpg,yaa
dataset/yaa/z87iAndalus_15 size.jpg,yaa
dataset/yaa/z87iAndalus_26 size.jpg,yaa
dataset/yaa/z87Typesetting_17 size.jpg,yaa
dataset/yaa/z87Typesetting_24 size.jpg,yaa
dataset/yaa/z88iAndalus_26 size.jpg,yaa
dataset/yaa/z88Typesetting_16 size.jpg,yaa
dataset/yaa/z88Typesetting_24 size.jpg,yaa
dataset/yaa/z88Typesetting_30 size.jpg,yaa
dataset/yaa/z88Unicode_18 size.jpg,yaa
dataset/yaa/z89iAndalus_26 size.jpg,yaa
dataset/yaa/z89iAndalus_32 size.jpg,yaa
dataset/yaa/z89Typesetting_16 size.jpg,yaa
dataset/yaa/z89Typesetting_30 size.jpg,yaa
dataset/yaa/z89Unicode_18 size.jpg,yaa
dataset/yaa/z90Typesetting_16 size.jpg,yaa
dataset/yaa/z90Typesetting_30 size.jpg,yaa
dataset/yaa/z90Typesetting_36 size.jpg,yaa
dataset/yaa/z90Typesetting_37 size.jpg,yaa
dataset/yaa/z90Unicode_18 size.jpg,yaa
dataset/yaa/z90Unicode_22 size.jpg,yaa
dataset/yaa/z91Typesetting_16 size.jpg,yaa
dataset/yaa/z91Typesetting_30 size.jpg,yaa
dataset/yaa/z91Typesetting_36 size.jpg,yaa
dataset/yaa/z91Typesetting_37 size.jpg,yaa
dataset/yaa/z91Unicode_18 size.jpg,yaa
dataset/yaa/z91Unicode_22 size.jpg,yaa
dataset/yaa/z92iAndalus_20 size.jpg,yaa
dataset/yaa/z92Typesetting_15 size.jpg,yaa
dataset/yaa/z92Typesetting_16 size.jpg,yaa
dataset/yaa/z92Typesetting_23 size.jpg,yaa
dataset/yaa/z92Typesetting_30 size.jpg,yaa
dataset/yaa/z92Typesetting_36 size.jpg,yaa
dataset/yaa/z92Typesetting_37 size.jpg,yaa
dataset/yaa/z93iAndalus_20 size.jpg,yaa
dataset/yaa/z93iAndalus_31 size.jpg,yaa
dataset/yaa/z93Typesetting_15 size.jpg,yaa
dataset/yaa/z93Typesetting_23 size.jpg,yaa
dataset/yaa/z93Typesetting_29 size.jpg,yaa
dataset/yaa/z94iAndalus_19 size.jpg,yaa
dataset/yaa/z94iAndalus_20 size.jpg,yaa
dataset/yaa/z94iAndalus_25 size.jpg,yaa
dataset/yaa/z94iAndalus_31 size.jpg,yaa
dataset/yaa/z94Typesetting_15 size.jpg,yaa
dataset/yaa/z94Typesetting_22 size.jpg,yaa
dataset/yaa/z94Typesetting_23 size.jpg,yaa
dataset/yaa/z94Typesetting_29 size.jpg,yaa
dataset/yaa/z95iAndalus_19 size.jpg,yaa
dataset/yaa/z95iAndalus_20 size.jpg,yaa
dataset/yaa/z95iAndalus_25 size.jpg,yaa
dataset/yaa/z95iAndalus_31 size.jpg,yaa
dataset/yaa/z95Typesetting_15 size.jpg,yaa
dataset/yaa/z95Typesetting_22 size.jpg,yaa
dataset/yaa/z95Typesetting_23 size.jpg,yaa
dataset/yaa/z95Typesetting_29 size.jpg,yaa
dataset/yaa/z96iAndalus_19 size.jpg,yaa
dataset/yaa/z96iAndalus_20 size.jpg,yaa
dataset/yaa/z96iAndalus_25 size.jpg,yaa
dataset/yaa/z96iAndalus_31 size.jpg,yaa
dataset/yaa/z96iAndalus_36 size.jpg,yaa
dataset/yaa/z96Typesetting_15 size.jpg,yaa
dataset/yaa/z96Typesetting_22 size.jpg,yaa
dataset/yaa/z96Typesetting_23 size.jpg,yaa
dataset/yaa/z96Typesetting_29 size.jpg,yaa
dataset/yaa/z96Unicode_29 size.jpg,yaa
dataset/yaa/z97iAndalus_19 size.jpg,yaa
dataset/yaa/z97iAndalus_25 size.jpg,yaa
dataset/yaa/z97iAndalus_31 size.jpg,yaa
dataset/yaa/z97iAndalus_36 size.jpg,yaa
dataset/yaa/z97Typesetting_22 size.jpg,yaa
dataset/yaa/z97Typesetting_29 size.jpg,yaa
dataset/yaa/z97Unicode_21 size.jpg,yaa
dataset/yaa/z97Unicode_29 size.jpg,yaa
dataset/yaa/z98iAndalus_19 size.jpg,yaa
dataset/yaa/z98iAndalus_25 size.jpg,yaa
dataset/yaa/z98iAndalus_36 size.jpg,yaa
dataset/yaa/z98Typesetting_22 size.jpg,yaa
dataset/yaa/z98Typesetting_35 size.jpg,yaa
dataset/yaa/z98Unicode_13 size.jpg,yaa
dataset/yaa/z98Unicode_21 size.jpg,yaa
dataset/yaa/z98Unicode_29 size.jpg,yaa
dataset/yaa/z99iAndalus_19 size.jpg,yaa
dataset/yaa/z99iAndalus_36 size.jpg,yaa
dataset/yaa/z99Typesetting_28 size.jpg,yaa
dataset/yaa/z99Typesetting_35 size.jpg,yaa
dataset/yaa/z99Unicode_13 size.jpg,yaa
dataset/yaa/z99Unicode_17 size.jpg,yaa
dataset/yaa/z99Unicode_21 size.jpg,yaa
dataset/za2/iAndalus_30 size64.jpg,za2
dataset/za2/iAndalus_30 size65.jpg,za2
dataset/za2/iAndalus_30 size66.jpg,za2
dataset/za2/iAndalus_30 size67.jpg,za2
dataset/za2/iAndalus_37 size67.jpg,za2
dataset/za2/iAndalus_37 size68.jpg,za2
dataset/za2/iAndalus_37 size69.jpg,za2
dataset/za2/iAndalus_37 size70.jpg,za2
dataset/za2/iAndalus_38 size67.jpg,za2
dataset/za2/iAndalus_38 size68.jpg,za2
dataset/za2/iAndalus_38 size69.jpg,za2
dataset/za2/iAndalus_38 size70.jpg,za2
dataset/za2/iAndalus_39 size62.jpg,za2
dataset/za2/iAndalus_39 size63.jpg,za2
dataset/za2/iAndalus_39 size64.jpg,za2
dataset/za2/iAndalus_39 size65.jpg,za2
dataset/za2/iArial_12 size51.jpg,za2
dataset/za2/iArial_12 size52.jpg,za2
dataset/za2/iArial_12 size53.jpg,za2
dataset/za2/iArial_12 size54.jpg,za2
dataset/za2/iArial_13 size43.jpg,za2
dataset/za2/iArial_13 size44.jpg,za2
dataset/za2/iArial_13 size45.jpg,za2
dataset/za2/iArial_13 size46.jpg,za2
dataset/za2/iArial_14 size100.jpg,za2
dataset/za2/iArial_14 size101.jpg,za2
dataset/za2/iArial_14 size38.jpg,za2
dataset/za2/iArial_14 size99.jpg,za2
dataset/za2/iArial_15 size88.jpg,za2
dataset/za2/iArial_15 size89.jpg,za2
dataset/za2/iArial_15 size90.jpg,za2
dataset/za2/iArial_15 size91.jpg,za2
dataset/za2/iArial_16 size78.jpg,za2
dataset/za2/iArial_16 size79.jpg,za2
dataset/za2/iArial_16 size80.jpg,za2
dataset/za2/iArial_16 size81.jpg,za2
dataset/za2/iArial_17 size68.jpg,za2
dataset/za2/iArial_17 size69.jpg,za2
dataset/za2/iArial_17 size70.jpg,za2
dataset/za2/iArial_17 size71.jpg,za2
dataset/za2/iArial_18 size62.jpg,za2
dataset/za2/iArial_18 size63.jpg,za2
dataset/za2/iArial_18 size64.jpg,za2
dataset/za2/iArial_18 size65.jpg,za2
dataset/za2/iArial_19 size56.jpg,za2
dataset/za2/iArial_19 size57.jpg,za2
dataset/za2/iArial_19 size58.jpg,za2
dataset/za2/iArial_19 size59.jpg,za2
dataset/za2/iArial_20 size51.jpg,za2
dataset/za2/iArial_20 size52.jpg,za2
dataset/za2/iArial_20 size53.jpg,za2
dataset/za2/iArial_20 size92.jpg,za2
dataset/za2/iArial_21 size84.jpg,za2
dataset/za2/iArial_21 size85.jpg,za2
dataset/za2/iArial_21 size86.jpg,za2
dataset/za2/iArial_21 size87.jpg,za2
dataset/za2/iArial_22 size77.jpg,za2
dataset/za2/iArial_22 size78.jpg,za2
dataset/za2/iArial_22 size79.jpg,za2
dataset/za2/iArial_22 size80.jpg,za2
dataset/za2/iArial_23 size71.jpg,za2
dataset/za2/iArial_23 size72.jpg,za2
dataset/za2/iArial_23 size73.jpg,za2
dataset/za2/iArial_23 size74.jpg,za2
dataset/za2/iArial_24 size68.jpg,za2
dataset/za2/iArial_24 size69.jpg,za2
dataset/za2/iArial_24 size70.jpg,za2
dataset/za2/iArial_24 size71.jpg,za2
dataset/za2/iArial_25 size61.jpg,za2
dataset/za2/iArial_25 size62.jpg,za2
dataset/za2/iArial_25 size63.jpg,za2
dataset/za2/iArial_25 size64.jpg,za2
dataset/za2/iArial_26 size56.jpg,za2
dataset/za2/iArial_26 size57.jpg,za2
dataset/za2/iArial_26 size58.jpg,za2
dataset/za2/iArial_26 size59.jpg,za2
dataset/za2/iArial_27 size54.jpg,za2
dataset/za2/iArial_27 size55.jpg,za2
dataset/za2/iArial_27 size82.jpg,za2
dataset/za2/iArial_27 size83.jpg,za2
dataset/za2/iArial_28 size76.jpg,za2
dataset/za2/iArial_28 size77.jpg,za2
dataset/za2/iArial_28 size78.jpg,za2
dataset/za2/iArial_28 size79.jpg,za2
dataset/za2/iArial_29 size74.jpg,za2
dataset/za2/iArial_29 size75.jpg,za2
dataset/za2/iArial_29 size76.jpg,za2
dataset/za2/iArial_29 size77.jpg,za2
dataset/za2/iArial_30 size69.jpg,za2
dataset/za2/iArial_30 size70.jpg,za2
dataset/za2/iArial_30 size71.jpg,za2
dataset/za2/iArial_30 size72.jpg,za2
dataset/za2/iArial_31 size63.jpg,za2
dataset/za2/iArial_31 size64.jpg,za2
dataset/za2/iArial_31 size65.jpg,za2
dataset/za2/iArial_31 size66.jpg,za2
dataset/za2/iArial_32 size63.jpg,za2
dataset/za2/iArial_32 size64.jpg,za2
dataset/za2/iArial_32 size65.jpg,za2
dataset/za2/iArial_32 size66.jpg,za2
dataset/za2/iArial_33 size50.jpg,za2
dataset/za2/iArial_33 size51.jpg,za2
dataset/za2/iArial_33 size52.jpg,za2
dataset/za2/iArial_33 size75.jpg,za2
dataset/za2/iArial_34 size51.jpg,za2
dataset/za2/iArial_34 size52.jpg,za2
dataset/za2/iArial_34 size73.jpg,za2
dataset/za2/iArial_34 size74.jpg,za2
dataset/za2/iArial_35 size75.jpg,za2
dataset/za2/iArial_35 size76.jpg,za2
dataset/za2/iArial_35 size77.jpg,za2
dataset/za2/iArial_35 size78.jpg,za2
dataset/za2/iArial_36 size61.jpg,za2
dataset/za2/iArial_36 size62.jpg,za2
dataset/za2/iArial_36 size63.jpg,za2
dataset/za2/iArial_36 size64.jpg,za2
dataset/za2/iArial_37 size59.jpg,za2
dataset/za2/iArial_37 size60.jpg,za2
dataset/za2/iArial_37 size61.jpg,za2
dataset/za2/iArial_37 size62.jpg,za2
dataset/za2/iArial_38 size59.jpg,za2
dataset/za2/iArial_38 size60.jpg,za2
dataset/za2/iArial_38 size61.jpg,za2
dataset/za2/iArial_38 size62.jpg,za2
dataset/za2/iArial_39 size57.jpg,za2
dataset/za2/iArial_39 size58.jpg,za2
dataset/za2/iArial_39 size59.jpg,za2
dataset/za2/iArial_39 size60.jpg,za2
dataset/za2/iArial_40 size59.jpg,za2
dataset/za2/iArial_40 size60.jpg,za2
dataset/za2/iArial_40 size77.jpg,za2
dataset/za2/iArial_40 size78.jpg,za2
dataset/za2/iCalibri_12 size72.jpg,za2
dataset/za2/iCalibri_12 size73.jpg,za2
dataset/za2/iCalibri_12 size74.jpg,za2
dataset/za2/iCalibri_12 size75.jpg,za2
dataset/za2/iCalibri_13 size60.jpg,za2
dataset/za2/iCalibri_13 size61.jpg,za2
dataset/za2/iCalibri_13 size62.jpg,za2
dataset/za2/iCalibri_13 size63.jpg,za2
dataset/za2/iCalibri_14 size51.jpg,za2
dataset/za2/iCalibri_14 size52.jpg,za2
dataset/za2/iCalibri_14 size53.jpg,za2
dataset/za2/iCalibri_14 size54.jpg,za2
dataset/za2/iCalibri_15 size41.jpg,za2
dataset/za2/iCalibri_15 size42.jpg,za2
dataset/za2/iCalibri_15 size43.jpg,za2
dataset/za2/iCalibri_15 size44.jpg,za2
dataset/za2/iCalibri_16 size103.jpg,za2
dataset/za2/iCalibri_16 size104.jpg,za2
dataset/za2/iCalibri_16 size38.jpg,za2
dataset/za2/iCalibri_16 size39.jpg,za2
dataset/za2/iCalibri_17 size90.jpg,za2
dataset/za2/iCalibri_17 size91.jpg,za2
dataset/za2/iCalibri_17 size92.jpg,za2
